,file_a_name,file_b_name,class_a_name,class_b_name,file_a_path,file_b_path,is_equal
34,0000061196.tif,0000056590.tif,document_summary,document_summary,document_summary/0000061196.tif,document_summary/0000056590.tif,1
35,0000061196.tif,2069718411.tif,document_summary,cigarrete_specification,document_summary/0000061196.tif,cigarrete_specification/2069718411.tif,0
36,1000770313_1000770314.tif,1000766586_6587.tif,phillip_morris_test_distribution_no_logo,phillip_morris_test_distribution_no_logo,phillip_morris_test_distribution_no_logo/1000770313_1000770314.tif,phillip_morris_test_distribution_no_logo/1000766586_6587.tif,1
37,1000770313_1000770314.tif,1002934836_1002934886.tif,phillip_morris_test_distribution_no_logo,inbifo_report_copy,phillip_morris_test_distribution_no_logo/1000770313_1000770314.tif,inbifo_report_copy/1002934836_1002934886.tif,0
38,1000771450_1000771451.tif,1000770313_1000770314.tif,phillip_morris_test_distribution_no_logo,phillip_morris_test_distribution_no_logo,phillip_morris_test_distribution_no_logo/1000771450_1000771451.tif,phillip_morris_test_distribution_no_logo/1000770313_1000770314.tif,1
39,1000771450_1000771451.tif,88131652.tif,phillip_morris_test_distribution_no_logo,p_lorillard_company_accts_rec_copy,phillip_morris_test_distribution_no_logo/1000771450_1000771451.tif,p_lorillard_company_accts_rec_copy/88131652.tif,0
40,1000766586_6587.tif,1000771450_1000771451.tif,phillip_morris_test_distribution_no_logo,phillip_morris_test_distribution_no_logo,phillip_morris_test_distribution_no_logo/1000766586_6587.tif,phillip_morris_test_distribution_no_logo/1000771450_1000771451.tif,1
41,1000766586_6587.tif,2069722252.tif,phillip_morris_test_distribution_no_logo,cigarrete_specification,phillip_morris_test_distribution_no_logo/1000766586_6587.tif,cigarrete_specification/2069722252.tif,0
42,0000400105.tif,0000400102.tif,pdc_project,pdc_project,pdc_project/0000400105.tif,pdc_project/0000400102.tif,1
43,0000400105.tif,03669266.tif,pdc_project,action_TN_request,pdc_project/0000400105.tif,action_TN_request/03669266.tif,0
44,0000400114.tif,0000400132.tif,pdc_project,pdc_project,pdc_project/0000400114.tif,pdc_project/0000400132.tif,1
45,0000400114.tif,2069737738.tif,pdc_project,cigarrete_specification,pdc_project/0000400114.tif,cigarrete_specification/2069737738.tif,0
46,0000400139.tif,0000400086.tif,pdc_project,pdc_project,pdc_project/0000400139.tif,pdc_project/0000400086.tif,1
47,0000400139.tif,517158984+-8984.tif,pdc_project,material_approval_retail_promotion,pdc_project/0000400139.tif,material_approval_retail_promotion/517158984+-8984.tif,0
48,0000400104.tif,0000400128.tif,pdc_project,pdc_project,pdc_project/0000400104.tif,pdc_project/0000400128.tif,1
49,0000400104.tif,2084105284_5285.tif,pdc_project,philip_morris_media_department,pdc_project/0000400104.tif,philip_morris_media_department/2084105284_5285.tif,0
50,0000400086.tif,0000400105.tif,pdc_project,pdc_project,pdc_project/0000400086.tif,pdc_project/0000400105.tif,1
51,0000400086.tif,2069725294.tif,pdc_project,cigarrete_specification,pdc_project/0000400086.tif,cigarrete_specification/2069725294.tif,0
52,0000400132.tif,0000400128.tif,pdc_project,pdc_project,pdc_project/0000400132.tif,pdc_project/0000400128.tif,1
53,0000400132.tif,2057477879_2057477887.tif,pdc_project,material_barcode,pdc_project/0000400132.tif,material_barcode/2057477879_2057477887.tif,0
54,0000400102.tif,0000400128.tif,pdc_project,pdc_project,pdc_project/0000400102.tif,pdc_project/0000400128.tif,1
55,0000400102.tif,ti31689170.tif,pdc_project,fannon_luers_associates_invoice,pdc_project/0000400102.tif,fannon_luers_associates_invoice/ti31689170.tif,0
56,0000400128.tif,0000400100.tif,pdc_project,pdc_project,pdc_project/0000400128.tif,pdc_project/0000400100.tif,1
57,0000400128.tif,2058003688.tif,pdc_project,test_request_form,pdc_project/0000400128.tif,test_request_form/2058003688.tif,0
58,0000400113.tif,0000400105.tif,pdc_project,pdc_project,pdc_project/0000400113.tif,pdc_project/0000400105.tif,1
59,0000400113.tif,2069713778.tif,pdc_project,cigarrete_specification,pdc_project/0000400113.tif,cigarrete_specification/2069713778.tif,0
60,0000400087.tif,0000400132.tif,pdc_project,pdc_project,pdc_project/0000400087.tif,pdc_project/0000400132.tif,1
61,0000400087.tif,2084116171_6172.tif,pdc_project,philip_morris_media_department,pdc_project/0000400087.tif,philip_morris_media_department/2084116171_6172.tif,0
62,0000400148.tif,0000400137.tif,pdc_project,pdc_project,pdc_project/0000400148.tif,pdc_project/0000400137.tif,1
63,0000400148.tif,95602428.tif,pdc_project,customer_ledger,pdc_project/0000400148.tif,customer_ledger/95602428.tif,0
64,0000400150.tif,0000400148.tif,pdc_project,pdc_project,pdc_project/0000400150.tif,pdc_project/0000400148.tif,1
65,0000400150.tif,528007584+-7584.tif,pdc_project,rjr,pdc_project/0000400150.tif,rjr/528007584+-7584.tif,0
66,0000400100.tif,0000400150.tif,pdc_project,pdc_project,pdc_project/0000400100.tif,pdc_project/0000400150.tif,1
67,0000400100.tif,2047611264.tif,pdc_project,phillip_morris_facsimile_form,pdc_project/0000400100.tif,phillip_morris_facsimile_form/2047611264.tif,0
68,0000400084.tif,0000400150.tif,pdc_project,pdc_project,pdc_project/0000400084.tif,pdc_project/0000400150.tif,1
69,0000400084.tif,95602652.tif,pdc_project,customer_ledger,pdc_project/0000400084.tif,customer_ledger/95602652.tif,0
70,0000400129.tif,0000400086.tif,pdc_project,pdc_project,pdc_project/0000400129.tif,pdc_project/0000400086.tif,1
71,0000400129.tif,0060351122.tif,pdc_project,confidential_progress_report,pdc_project/0000400129.tif,confidential_progress_report/0060351122.tif,0
72,0000400137.tif,0000400150.tif,pdc_project,pdc_project,pdc_project/0000400137.tif,pdc_project/0000400150.tif,1
73,0000400137.tif,2049433430.tif,pdc_project,leo_burnett_remittance_advice,pdc_project/0000400137.tif,leo_burnett_remittance_advice/2049433430.tif,0
74,2069730639.tif,2069738577.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069730639.tif,cigarrete_specification/2069738577.tif,1
75,2069730639.tif,03669266.tif,cigarrete_specification,action_TN_request,cigarrete_specification/2069730639.tif,action_TN_request/03669266.tif,0
76,2069740103.tif,2069738697.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069740103.tif,cigarrete_specification/2069738697.tif,1
77,2069740103.tif,2084080057_0058.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069740103.tif,philip_morris_media_department/2084080057_0058.tif,0
78,2069719142.tif,2069724261.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069719142.tif,cigarrete_specification/2069724261.tif,1
79,2069719142.tif,2084610152_0153.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069719142.tif,philip_morris_media_department/2084610152_0153.tif,0
80,2069710261.tif,2069718411.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069710261.tif,cigarrete_specification/2069718411.tif,1
81,2069710261.tif,95602656.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069710261.tif,customer_ledger/95602656.tif,0
82,2069711785.tif,2069714122.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069711785.tif,cigarrete_specification/2069714122.tif,1
83,2069711785.tif,95824835.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069711785.tif,customer_ledger/95824835.tif,0
84,2069724510.tif,2069713978.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069724510.tif,cigarrete_specification/2069713978.tif,1
85,2069724510.tif,95824767.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069724510.tif,customer_ledger/95824767.tif,0
86,2069723839.tif,2069714330.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069723839.tif,cigarrete_specification/2069714330.tif,1
87,2069723839.tif,0000400128.tif,cigarrete_specification,pdc_project,cigarrete_specification/2069723839.tif,pdc_project/0000400128.tif,0
88,2069731567.tif,2069731777.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069731567.tif,cigarrete_specification/2069731777.tif,1
89,2069731567.tif,2084592420_2421.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069731567.tif,philip_morris_media_department/2084592420_2421.tif,0
90,2069728550.tif,2069733689.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069728550.tif,cigarrete_specification/2069733689.tif,1
91,2069728550.tif,95602721.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069728550.tif,customer_ledger/95602721.tif,0
92,2069712008.tif,2069722252.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069712008.tif,cigarrete_specification/2069722252.tif,1
93,2069712008.tif,2070001147.tif,cigarrete_specification,participation_verification_form,cigarrete_specification/2069712008.tif,participation_verification_form/2070001147.tif,0
94,2069715073.tif,2069725718.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069715073.tif,cigarrete_specification/2069725718.tif,1
95,2069715073.tif,2084068278_8279.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069715073.tif,philip_morris_media_department/2084068278_8279.tif,0
96,2069738685.tif,2069713827.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069738685.tif,cigarrete_specification/2069713827.tif,1
97,2069738685.tif,2057403507_2057403517.tif,cigarrete_specification,material_barcode,cigarrete_specification/2069738685.tif,material_barcode/2057403507_2057403517.tif,0
98,2069740196.tif,2069731567.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069740196.tif,cigarrete_specification/2069731567.tif,1
99,2069740196.tif,95824920a.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069740196.tif,customer_ledger/95824920a.tif,0
100,2069730044.tif,2069719076.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069730044.tif,cigarrete_specification/2069719076.tif,1
101,2069730044.tif,95602622.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069730044.tif,customer_ledger/95602622.tif,0
102,2069737741.tif,2069736692.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069737741.tif,cigarrete_specification/2069736692.tif,1
103,2069737741.tif,95824897.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069737741.tif,customer_ledger/95824897.tif,0
104,2069710978.tif,2069724510.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069710978.tif,cigarrete_specification/2069724510.tif,1
105,2069710978.tif,88132028.tif,cigarrete_specification,p_lorillard_company_accts_rec_copy,cigarrete_specification/2069710978.tif,p_lorillard_company_accts_rec_copy/88132028.tif,0
106,2069713907.tif,2069713778.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069713907.tif,cigarrete_specification/2069713778.tif,1
107,2069713907.tif,2084614698.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069713907.tif,philip_morris_media_department/2084614698.tif,0
108,2069729419.tif,2069730639.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069729419.tif,cigarrete_specification/2069730639.tif,1
109,2069729419.tif,2070262281.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069729419.tif,philip_morris_media_department/2070262281.tif,0
110,2069730524.tif,2069725636.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069730524.tif,cigarrete_specification/2069725636.tif,1
111,2069730524.tif,2070708378.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069730524.tif,philip_morris_media_department/2070708378.tif,0
112,2069710581.tif,2069739471.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069710581.tif,cigarrete_specification/2069739471.tif,1
113,2069710581.tif,2057413977_2057413986.tif,cigarrete_specification,material_barcode,cigarrete_specification/2069710581.tif,material_barcode/2057413977_2057413986.tif,0
114,2069713434.tif,2069713778.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069713434.tif,cigarrete_specification/2069713778.tif,1
115,2069713434.tif,2070001253_1254.tif,cigarrete_specification,participation_verification_form,cigarrete_specification/2069713434.tif,participation_verification_form/2070001253_1254.tif,0
116,2069715118.tif,2069711785.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069715118.tif,cigarrete_specification/2069711785.tif,1
117,2069715118.tif,95602607.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069715118.tif,customer_ledger/95602607.tif,0
118,2069715330.tif,2069725294.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069715330.tif,cigarrete_specification/2069725294.tif,1
119,2069715330.tif,528858774+-8776.tif,cigarrete_specification,rjr,cigarrete_specification/2069715330.tif,rjr/528858774+-8776.tif,0
120,2069715525.tif,2069731735.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069715525.tif,cigarrete_specification/2069731735.tif,1
121,2069715525.tif,528082032+-2032.tif,cigarrete_specification,rjr,cigarrete_specification/2069715525.tif,rjr/528082032+-2032.tif,0
122,2069727510.tif,2069713633.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069727510.tif,cigarrete_specification/2069713633.tif,1
123,2069727510.tif,2057448108_2057448117.tif,cigarrete_specification,material_barcode,cigarrete_specification/2069727510.tif,material_barcode/2057448108_2057448117.tif,0
124,2069722072.tif,2069723627.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069722072.tif,cigarrete_specification/2069723627.tif,1
125,2069722072.tif,88131662.tif,cigarrete_specification,p_lorillard_company_accts_rec_copy,cigarrete_specification/2069722072.tif,p_lorillard_company_accts_rec_copy/88131662.tif,0
126,2069720837.tif,2031300653.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069720837.tif,cigarrete_specification/2031300653.tif,1
127,2069720837.tif,528007406+-7406.tif,cigarrete_specification,rjr,cigarrete_specification/2069720837.tif,rjr/528007406+-7406.tif,0
128,2069723425.tif,2069740103.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069723425.tif,cigarrete_specification/2069740103.tif,1
129,2069723425.tif,95824452.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069723425.tif,customer_ledger/95824452.tif,0
130,2069714907.tif,2069713719.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069714907.tif,cigarrete_specification/2069713719.tif,1
131,2069714907.tif,95602404.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069714907.tif,customer_ledger/95602404.tif,0
132,2069713633.tif,2069729723.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069713633.tif,cigarrete_specification/2069729723.tif,1
133,2069713633.tif,527861871+-1871.tif,cigarrete_specification,rjr,cigarrete_specification/2069713633.tif,rjr/527861871+-1871.tif,0
134,2069713778.tif,2069728352.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069713778.tif,cigarrete_specification/2069728352.tif,1
135,2069713778.tif,2084105304.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069713778.tif,philip_morris_media_department/2084105304.tif,0
136,2069710189.tif,2069715993.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069710189.tif,cigarrete_specification/2069715993.tif,1
137,2069710189.tif,2057402767.tif,cigarrete_specification,material_barcode,cigarrete_specification/2069710189.tif,material_barcode/2057402767.tif,0
138,2069713677.tif,2069727510.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069713677.tif,cigarrete_specification/2069727510.tif,1
139,2069713677.tif,95602480.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069713677.tif,customer_ledger/95602480.tif,0
140,2069737738.tif,2069715330.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069737738.tif,cigarrete_specification/2069715330.tif,1
141,2069737738.tif,95602467.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069737738.tif,customer_ledger/95602467.tif,0
142,2069730407.tif,2069731950.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069730407.tif,cigarrete_specification/2069731950.tif,1
143,2069730407.tif,527962118+-2118.tif,cigarrete_specification,rjr,cigarrete_specification/2069730407.tif,rjr/527962118+-2118.tif,0
144,2069711437.tif,2069725161.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069711437.tif,cigarrete_specification/2069725161.tif,1
145,2069711437.tif,2070001177_1178.tif,cigarrete_specification,participation_verification_form,cigarrete_specification/2069711437.tif,participation_verification_form/2070001177_1178.tif,0
146,2069740749.tif,2069718411.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069740749.tif,cigarrete_specification/2069718411.tif,1
147,2069740749.tif,95824891.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069740749.tif,customer_ledger/95824891.tif,0
148,2069723655.tif,2069715549.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069723655.tif,cigarrete_specification/2069715549.tif,1
149,2069723655.tif,95602726.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069723655.tif,customer_ledger/95602726.tif,0
150,2069714399.tif,2069716158.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069714399.tif,cigarrete_specification/2069716158.tif,1
151,2069714399.tif,528007352+-7352.tif,cigarrete_specification,rjr,cigarrete_specification/2069714399.tif,rjr/528007352+-7352.tif,0
152,2069738865.tif,2069713677.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069738865.tif,cigarrete_specification/2069713677.tif,1
153,2069738865.tif,2084592431_2432.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069738865.tif,philip_morris_media_department/2084592431_2432.tif,0
154,2069714974.tif,2069739435.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069714974.tif,cigarrete_specification/2069739435.tif,1
155,2069714974.tif,95824827.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069714974.tif,customer_ledger/95824827.tif,0
156,2069737226.tif,2069713978.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069737226.tif,cigarrete_specification/2069713978.tif,1
157,2069737226.tif,528798863+-8865.tif,cigarrete_specification,rjr,cigarrete_specification/2069737226.tif,rjr/528798863+-8865.tif,0
158,2069739979.tif,2069740171.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069739979.tif,cigarrete_specification/2069740171.tif,1
159,2069739979.tif,2046039536.tif,cigarrete_specification,phillip_morris_facsimile_form,cigarrete_specification/2069739979.tif,phillip_morris_facsimile_form/2046039536.tif,0
160,2069714327.tif,2069722072.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069714327.tif,cigarrete_specification/2069722072.tif,1
161,2069714327.tif,2084619363_9364.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069714327.tif,philip_morris_media_department/2084619363_9364.tif,0
162,2069740443.tif,2069714436.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069740443.tif,cigarrete_specification/2069714436.tif,1
163,2069740443.tif,88131779.tif,cigarrete_specification,p_lorillard_company_accts_rec_copy,cigarrete_specification/2069740443.tif,p_lorillard_company_accts_rec_copy/88131779.tif,0
164,2069712831.tif,2069734314.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069712831.tif,cigarrete_specification/2069734314.tif,1
165,2069712831.tif,2084591963_1964.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069712831.tif,philip_morris_media_department/2084591963_1964.tif,0
166,2069710029.tif,2069713217.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069710029.tif,cigarrete_specification/2069713217.tif,1
167,2069710029.tif,2058003684_2058003685.tif,cigarrete_specification,test_request_form,cigarrete_specification/2069710029.tif,test_request_form/2058003684_2058003685.tif,0
168,2069731717.tif,2069713310.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069731717.tif,cigarrete_specification/2069713310.tif,1
169,2069731717.tif,95824504.tif,cigarrete_specification,customer_ledger,cigarrete_specification/2069731717.tif,customer_ledger/95824504.tif,0
170,2069724357.tif,2031296298.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069724357.tif,cigarrete_specification/2031296298.tif,1
171,2069724357.tif,03724741.tif,cigarrete_specification,p_lorillard_company_form,cigarrete_specification/2069724357.tif,p_lorillard_company_form/03724741.tif,0
172,2069735372.tif,2069714027.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069735372.tif,cigarrete_specification/2069714027.tif,1
173,2069735372.tif,529314303+-4305.tif,cigarrete_specification,rjr,cigarrete_specification/2069735372.tif,rjr/529314303+-4305.tif,0
174,2069731959.tif,2069714027.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069731959.tif,cigarrete_specification/2069714027.tif,1
175,2069731959.tif,1000771450_1000771451.tif,cigarrete_specification,phillip_morris_test_distribution_no_logo,cigarrete_specification/2069731959.tif,phillip_morris_test_distribution_no_logo/1000771450_1000771451.tif,0
176,2069723347.tif,2069731567.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069723347.tif,cigarrete_specification/2069731567.tif,1
177,2069723347.tif,2057431153_2057431162.tif,cigarrete_specification,material_barcode,cigarrete_specification/2069723347.tif,material_barcode/2057431153_2057431162.tif,0
178,2069732981.tif,2069723694.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069732981.tif,cigarrete_specification/2069723694.tif,1
179,2069732981.tif,88131884.tif,cigarrete_specification,p_lorillard_company_accts_rec_copy,cigarrete_specification/2069732981.tif,p_lorillard_company_accts_rec_copy/88131884.tif,0
180,2069732215.tif,2069740749.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069732215.tif,cigarrete_specification/2069740749.tif,1
181,2069732215.tif,528408284+-8284.tif,cigarrete_specification,rjr,cigarrete_specification/2069732215.tif,rjr/528408284+-8284.tif,0
182,2069719378.tif,2069733922.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069719378.tif,cigarrete_specification/2069733922.tif,1
183,2069719378.tif,2084091085.tif,cigarrete_specification,philip_morris_media_department,cigarrete_specification/2069719378.tif,philip_morris_media_department/2084091085.tif,0
184,2069714235.tif,2031313058.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069714235.tif,cigarrete_specification/2031313058.tif,1
185,2069714235.tif,2057477615_2057477623.tif,cigarrete_specification,material_barcode,cigarrete_specification/2069714235.tif,material_barcode/2057477615_2057477623.tif,0
186,2069722255.tif,2069713217.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069722255.tif,cigarrete_specification/2069713217.tif,1
187,2069722255.tif,88131954.tif,cigarrete_specification,p_lorillard_company_accts_rec_copy,cigarrete_specification/2069722255.tif,p_lorillard_company_accts_rec_copy/88131954.tif,0
188,2069712889.tif,2069716017.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069712889.tif,cigarrete_specification/2069716017.tif,1
189,2069712889.tif,0000400113.tif,cigarrete_specification,pdc_project,cigarrete_specification/2069712889.tif,pdc_project/0000400113.tif,0
190,2069725693.tif,2069710996.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069725693.tif,cigarrete_specification/2069710996.tif,1
191,2069725693.tif,88131829.tif,cigarrete_specification,p_lorillard_company_accts_rec_copy,cigarrete_specification/2069725693.tif,p_lorillard_company_accts_rec_copy/88131829.tif,0
192,2069731950.tif,2069727824.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069731950.tif,cigarrete_specification/2069727824.tif,1
193,2069731950.tif,88131670.tif,cigarrete_specification,p_lorillard_company_accts_rec_copy,cigarrete_specification/2069731950.tif,p_lorillard_company_accts_rec_copy/88131670.tif,0
194,2069715993.tif,2069739435.tif,cigarrete_specification,cigarrete_specification,cigarrete_specification/2069715993.tif,cigarrete_specification/2069739435.tif,1
